spectral_radius,input_scale,leaking_rate,ridge_alpha,mean_T_VPT,std_dev
0.8,0.1,0.3,1e-06,8.467000000000006,1.4403926547993786
0.8,0.1,0.3,1e-07,9.700000000000005,1.3366226094152382
0.8,0.1,0.4,1e-06,8.985000000000003,1.0991792392508164
0.8,0.1,0.4,1e-07,10.085000000000004,0.9721291066519913
0.8,0.1,0.5,1e-06,9.242000000000006,2.3269972067022353
0.8,0.1,0.5,1e-07,9.987000000000005,1.1735633770700218
0.8,0.1,0.6,1e-06,9.032000000000005,1.162486989174503
0.8,0.1,0.6,1e-07,10.267000000000007,1.2603535218342539
0.8,0.1,0.7,1e-06,9.809000000000003,1.6157657627267628
0.8,0.1,0.7,1e-07,10.670000000000005,1.1512341204116536
0.8,0.2,0.3,1e-06,9.404000000000005,1.4280700262942305
0.8,0.2,0.3,1e-07,10.307000000000006,1.1689358408398594
0.8,0.2,0.4,1e-06,9.693000000000005,1.6196576798817701
0.8,0.2,0.4,1e-07,10.244000000000007,1.03530864963063
0.8,0.2,0.5,1e-06,9.542000000000003,1.5882304618662901
0.8,0.2,0.5,1e-07,10.330000000000007,1.2839859812318832
0.8,0.2,0.6,1e-06,9.881000000000002,1.359845211779635
0.8,0.2,0.6,1e-07,10.141000000000004,0.8818724397553187
0.8,0.2,0.7,1e-06,10.153000000000006,1.569436523087186
0.8,0.2,0.7,1e-07,11.120000000000005,1.8616122045152175
0.8,0.3,0.3,1e-06,9.207000000000003,1.1465648695124069
0.8,0.3,0.3,1e-07,10.101000000000006,1.3650857115946962
0.8,0.3,0.4,1e-06,9.760000000000002,1.2079735096433195
0.8,0.3,0.4,1e-07,10.846000000000007,1.4749928813387563
0.8,0.3,0.5,1e-06,10.238000000000003,1.1780135822646516
0.8,0.3,0.5,1e-07,10.649000000000004,1.3369289435119593
0.8,0.3,0.6,1e-06,9.942000000000005,1.222291290977728
0.8,0.3,0.6,1e-07,10.406000000000004,1.1461430975231681
0.8,0.3,0.7,1e-06,10.069000000000004,1.5069635032076913
0.8,0.3,0.7,1e-07,11.391000000000002,1.3052428892738703
0.8,0.4,0.3,1e-06,9.506000000000004,1.1386325131489972
0.8,0.4,0.3,1e-07,10.015000000000008,1.1755998468866828
0.8,0.4,0.4,1e-06,9.753000000000002,1.2922890543527812
0.8,0.4,0.4,1e-07,10.737000000000005,1.424602049696689
0.8,0.4,0.5,1e-06,9.834000000000003,0.8603045972212378
0.8,0.4,0.5,1e-07,10.539000000000003,0.9673773824108151
0.8,0.4,0.6,1e-06,9.520000000000005,0.9694121930324602
0.8,0.4,0.6,1e-07,10.701000000000004,1.4633588076750004
0.8,0.4,0.7,1e-06,9.942000000000004,1.9354782354756674
0.8,0.4,0.7,1e-07,10.389000000000005,1.1103598515796607
0.8,0.5,0.3,1e-06,9.638000000000005,1.597371591083301
0.8,0.5,0.3,1e-07,10.272000000000006,1.3014822319186699
0.8,0.5,0.4,1e-06,8.945000000000004,1.6341588050125377
0.8,0.5,0.4,1e-07,10.270000000000005,1.4636734608511544
0.8,0.5,0.5,1e-06,9.057000000000004,1.8564188643730164
0.8,0.5,0.5,1e-07,10.186000000000002,1.2128660272264185
0.8,0.5,0.6,1e-06,9.208000000000004,1.14761317524678
0.8,0.5,0.6,1e-07,10.079000000000006,1.3903736907752513
0.8,0.5,0.7,1e-06,8.717000000000002,1.6533151544699543
0.8,0.5,0.7,1e-07,9.771,1.7267596821793114
0.8,0.6,0.3,1e-06,8.768000000000002,1.7279166646571806
0.8,0.6,0.3,1e-07,9.670000000000002,1.5206906325745535
0.8,0.6,0.4,1e-06,8.961000000000004,1.657425413103109
0.8,0.6,0.4,1e-07,10.018000000000006,1.7160407920559444
0.8,0.6,0.5,1e-06,8.837000000000003,1.4505760924543047
0.8,0.6,0.5,1e-07,9.466000000000005,1.557679042678563
0.8,0.6,0.6,1e-06,7.458000000000004,2.115276814036401
0.8,0.6,0.6,1e-07,8.361,2.098813712552881
0.8,0.6,0.7,1e-06,7.020000000000003,1.9770179564182029
0.8,0.6,0.7,1e-07,7.855000000000006,2.580014534842779
0.8,0.7,0.3,1e-06,8.643,1.5077436784811926
0.8,0.7,0.3,1e-07,9.636000000000006,1.6865894580484024
0.8,0.7,0.4,1e-06,8.370999999999999,1.6544905560322782
0.8,0.7,0.4,1e-07,9.140000000000004,1.6230834852218778
0.8,0.7,0.5,1e-06,7.130000000000004,2.0049588524456046
0.8,0.7,0.5,1e-07,7.083000000000004,2.3202954553246014
0.8,0.7,0.6,1e-06,5.8940000000000055,2.247942170074667
0.8,0.7,0.6,1e-07,5.570000000000006,2.699692575090728
0.8,0.7,0.7,1e-06,5.159000000000002,2.3433179468437486
0.8,0.7,0.7,1e-07,5.221000000000002,3.0331269343698755
0.8,0.8,0.3,1e-06,8.166000000000006,1.9501189707297366
0.8,0.8,0.3,1e-07,8.317000000000004,2.762167808081182
0.8,0.8,0.4,1e-06,6.689000000000005,1.9826999268673995
0.8,0.8,0.4,1e-07,6.9320000000000075,3.033376996022749
0.8,0.8,0.5,1e-06,5.515000000000008,2.4491784336793434
0.8,0.8,0.5,1e-07,5.063000000000005,2.2095182732894543
0.8,0.8,0.6,1e-06,4.273000000000001,2.088964097345859
0.8,0.8,0.6,1e-07,3.286000000000004,1.7573172735735545
0.8,0.8,0.7,1e-06,3.0040000000000036,1.2905595685593143
0.8,0.8,0.7,1e-07,2.488000000000004,1.3193998635743456
0.8,0.9,0.3,1e-06,6.539000000000004,2.240031026570836
0.8,0.9,0.3,1e-07,5.876000000000002,2.4540872030145913
0.8,0.9,0.4,1e-06,5.189000000000005,2.4360252461745966
0.8,0.9,0.4,1e-07,4.788000000000004,2.4681847580762653
0.8,0.9,0.5,1e-06,3.779000000000002,2.2277385394161517
0.8,0.9,0.5,1e-07,3.5520000000000067,2.200721699806679
0.8,0.9,0.6,1e-06,2.47,1.3972043515534875
0.8,0.9,0.6,1e-07,2.4960000000000067,1.851027822589387
0.8,0.9,0.7,1e-06,2.001000000000002,1.0159030465551295
0.8,0.9,0.7,1e-07,1.798000000000006,0.802194490133161
0.8,1.0,0.3,1e-06,5.084000000000005,2.459468235208579
0.8,1.0,0.3,1e-07,5.287000000000001,3.014719058220847
0.8,1.0,0.4,1e-06,3.374000000000005,1.4759146316775937
0.8,1.0,0.4,1e-07,3.5620000000000034,1.8745548804983028
0.8,1.0,0.5,1e-06,2.3960000000000052,1.011663975833872
0.8,1.0,0.5,1e-07,2.4550000000000027,1.3770675364701597
0.8,1.0,0.6,1e-06,1.5220000000000027,0.7244004417447585
0.8,1.0,0.6,1e-07,1.5600000000000052,0.8614870863802897
0.8,1.0,0.7,1e-06,1.4870000000000005,0.7119065949968417
0.8,1.0,0.7,1e-07,1.2660000000000025,0.6638704692935202
0.85,0.1,0.3,1e-06,7.087000000000003,1.8613143205810228
0.85,0.1,0.3,1e-07,7.399000000000004,1.8331445660394587
0.85,0.1,0.4,1e-06,8.048000000000005,2.018607440786839
0.85,0.1,0.4,1e-07,8.597000000000005,1.7738351107135066
0.85,0.1,0.5,1e-06,8.450000000000006,2.0777054651706526
0.85,0.1,0.5,1e-07,9.316000000000003,1.228423379784022
0.85,0.1,0.6,1e-06,8.873000000000003,1.7475499992847137
0.85,0.1,0.6,1e-07,10.118000000000004,1.4042492656220258
0.85,0.1,0.7,1e-06,8.38,1.780718955927635
0.85,0.1,0.7,1e-07,9.844000000000005,1.4387021929503014
0.85,0.2,0.3,1e-06,8.133000000000003,1.648554215062401
0.85,0.2,0.3,1e-07,9.183000000000002,1.819068717778412
0.85,0.2,0.4,1e-06,8.867000000000006,1.3843594186482042
0.85,0.2,0.4,1e-07,9.677000000000007,1.1343240277804232
0.85,0.2,0.5,1e-06,9.581000000000001,2.242262027507043
0.85,0.2,0.5,1e-07,10.095000000000002,0.8879611477987043
0.85,0.2,0.6,1e-06,8.548000000000002,1.1113307338501905
0.85,0.2,0.6,1e-07,10.302000000000007,1.1845319750855208
0.85,0.2,0.7,1e-06,9.309000000000005,1.6556385475096906
0.85,0.2,0.7,1e-07,10.354000000000003,1.6637199283533246
0.85,0.3,0.3,1e-06,8.662000000000003,1.7572011837009458
0.85,0.3,0.3,1e-07,9.115000000000004,1.5094618246249227
0.85,0.3,0.4,1e-06,9.202000000000004,1.4384700205426588
0.85,0.3,0.4,1e-07,9.704000000000006,0.9750610237313376
0.85,0.3,0.5,1e-06,9.351000000000004,1.3365249717083456
0.85,0.3,0.5,1e-07,9.898000000000007,1.1398578858787616
0.85,0.3,0.6,1e-06,9.033000000000005,1.3551867030044236
0.85,0.3,0.6,1e-07,9.901000000000005,1.2124104090612204
0.85,0.3,0.7,1e-06,9.981000000000003,0.9824555969610028
0.85,0.3,0.7,1e-07,10.834000000000003,1.4953942623937022
0.85,0.4,0.3,1e-06,8.650000000000002,1.7374982014379157
0.85,0.4,0.3,1e-07,10.012000000000004,2.0931450021439018
0.85,0.4,0.4,1e-06,9.366000000000007,1.012701338006423
0.85,0.4,0.4,1e-07,10.455000000000007,1.4076487488006397
0.85,0.4,0.5,1e-06,9.930000000000007,1.3325539388707681
0.85,0.4,0.5,1e-07,9.796000000000003,0.8618259685110458
0.85,0.4,0.6,1e-06,9.343000000000005,1.8798114267127972
0.85,0.4,0.6,1e-07,10.509000000000004,1.6218813150166078
0.85,0.4,0.7,1e-06,9.128000000000004,0.7369504732341241
0.85,0.4,0.7,1e-07,10.012000000000006,0.8664963935297112
0.85,0.5,0.3,1e-06,9.106000000000005,1.810106074239849
0.85,0.5,0.3,1e-07,9.752000000000002,1.306543531613086
0.85,0.5,0.4,1e-06,8.873000000000005,2.185417809024168
0.85,0.5,0.4,1e-07,9.324000000000002,1.4519724515292984
0.85,0.5,0.5,1e-06,8.900000000000004,1.961030341427692
0.85,0.5,0.5,1e-07,9.469,1.3710211522802995
0.85,0.5,0.6,1e-06,9.044000000000004,1.7704304561320683
0.85,0.5,0.6,1e-07,9.556000000000008,2.1499916278906763
0.85,0.5,0.7,1e-06,8.355,1.7966844464179035
0.85,0.5,0.7,1e-07,9.161000000000005,2.1182679245081357
0.85,0.6,0.3,1e-06,8.832000000000004,1.6060435859589843
0.85,0.6,0.3,1e-07,9.627000000000006,1.7078205409234317
0.85,0.6,0.4,1e-06,8.566000000000004,1.9274034346757822
0.85,0.6,0.4,1e-07,9.427000000000003,1.8874456283559544
0.85,0.6,0.5,1e-06,8.155999999999999,2.5814461063520184
0.85,0.6,0.5,1e-07,8.404000000000005,2.1449531463414293
0.85,0.6,0.6,1e-06,7.425000000000002,2.1816404378357115
0.85,0.6,0.6,1e-07,7.965000000000005,3.0093778426777864
0.85,0.6,0.7,1e-06,7.626000000000005,2.7741600530611037
0.85,0.6,0.7,1e-07,5.966000000000003,2.2200639630425045
0.85,0.7,0.3,1e-06,7.955000000000004,1.9017031839906045
0.85,0.7,0.3,1e-07,8.883000000000004,2.0071499694840966
0.85,0.7,0.4,1e-06,8.377000000000006,1.718316327106275
0.85,0.7,0.4,1e-07,8.516000000000002,2.0674293216456037
0.85,0.7,0.5,1e-06,7.247000000000004,2.482887633381745
0.85,0.7,0.5,1e-07,7.119000000000002,2.957400716845793
0.85,0.7,0.6,1e-06,5.572000000000001,1.8899883597525136
0.85,0.7,0.6,1e-07,5.553000000000002,2.694173528190047
0.85,0.7,0.7,1e-06,4.183000000000004,1.7268963489451243
0.85,0.7,0.7,1e-07,4.0130000000000035,2.4133319290971986
0.85,0.8,0.3,1e-06,7.329000000000006,2.156779775498647
0.85,0.8,0.3,1e-07,7.092000000000003,2.3420537995528603
0.85,0.8,0.4,1e-06,6.929000000000005,2.307886262362163
0.85,0.8,0.4,1e-07,6.651000000000006,2.4005289000551526
0.85,0.8,0.5,1e-06,4.679000000000002,2.0336516417518506
0.85,0.8,0.5,1e-07,5.126000000000003,2.758253795429275
0.85,0.8,0.6,1e-06,3.842000000000006,1.4090691963136512
0.85,0.8,0.6,1e-07,3.3990000000000022,1.8669169772649248
0.85,0.8,0.7,1e-06,3.3260000000000005,1.9112205524219321
0.85,0.8,0.7,1e-07,2.4650000000000047,1.3911991230589507
0.85,0.9,0.3,1e-06,5.496000000000004,1.682017835815065
0.85,0.9,0.3,1e-07,5.332000000000008,2.4427803830880896
0.85,0.9,0.4,1e-06,5.082000000000008,2.2323969181129044
0.85,0.9,0.4,1e-07,5.111000000000006,2.4216892864279638
0.85,0.9,0.5,1e-06,3.4030000000000045,1.4055927575226055
0.85,0.9,0.5,1e-07,3.0040000000000022,1.3711834304716473
0.85,0.9,0.6,1e-06,2.387000000000005,1.2197913756048602
0.85,0.9,0.6,1e-07,2.107000000000002,1.3630447534839067
0.85,0.9,0.7,1e-06,1.9350000000000036,1.0354878077505274
0.85,0.9,0.7,1e-07,1.8020000000000054,0.9701525653215566
0.85,1.0,0.3,1e-06,4.7370000000000045,1.9212420461774191
0.85,1.0,0.3,1e-07,4.320000000000003,2.4309504314156625
0.85,1.0,0.4,1e-06,3.7100000000000066,1.402348030982324
0.85,1.0,0.4,1e-07,3.196000000000005,1.3779056571478316
0.85,1.0,0.5,1e-06,2.310000000000005,1.0492950014176188
0.85,1.0,0.5,1e-07,2.4080000000000057,1.3937919500413254
0.85,1.0,0.6,1e-06,1.716000000000004,0.9027867965361478
0.85,1.0,0.6,1e-07,1.358000000000004,0.6108649605272829
0.85,1.0,0.7,1e-06,1.4710000000000036,0.6237780053833263
0.85,1.0,0.7,1e-07,1.1730000000000018,0.7124120998410964
0.9,0.1,0.3,1e-06,6.360000000000004,2.3354828194615327
0.9,0.1,0.3,1e-07,5.266000000000008,1.1925619480764904
0.9,0.1,0.4,1e-06,6.202000000000003,1.3152322988734708
0.9,0.1,0.4,1e-07,6.1160000000000085,1.3276385050155766
0.9,0.1,0.5,1e-06,7.259000000000006,2.4229855550539305
0.9,0.1,0.5,1e-07,7.188000000000004,2.013945381583122
0.9,0.1,0.6,1e-06,7.073000000000005,1.7635450093490652
0.9,0.1,0.6,1e-07,8.227000000000006,1.7015202026423342
0.9,0.1,0.7,1e-06,7.167000000000006,1.759855391786495
0.9,0.1,0.7,1e-07,8.239,1.5117073129412348
0.9,0.2,0.3,1e-06,6.235000000000005,1.3101583873715403
0.9,0.2,0.3,1e-07,6.1520000000000055,1.3918390711572939
0.9,0.2,0.4,1e-06,8.156000000000004,2.332377327963895
0.9,0.2,0.4,1e-07,8.282000000000005,1.948947408218084
0.9,0.2,0.5,1e-06,7.783000000000004,1.8993712117435102
0.9,0.2,0.5,1e-07,8.962000000000005,1.7993320983075918
0.9,0.2,0.6,1e-06,8.691000000000004,1.2002745519255151
0.9,0.2,0.6,1e-07,9.511000000000001,1.641029859569899
0.9,0.2,0.7,1e-06,7.7520000000000024,1.7786331830931277
0.9,0.2,0.7,1e-07,9.198000000000004,1.94874215841912
0.9,0.3,0.3,1e-06,7.680000000000004,2.184829512799568
0.9,0.3,0.3,1e-07,7.873000000000007,2.2309036285774417
0.9,0.3,0.4,1e-06,8.291000000000004,1.6643133719345031
0.9,0.3,0.4,1e-07,9.289000000000003,2.47748642781348
0.9,0.3,0.5,1e-06,8.642000000000001,2.512941702467449
0.9,0.3,0.5,1e-07,9.433000000000003,1.3034304737883022
0.9,0.3,0.6,1e-06,8.380000000000006,2.365983939083274
0.9,0.3,0.6,1e-07,9.299000000000003,1.511085371512809
0.9,0.3,0.7,1e-06,8.970000000000002,1.6090929121713293
0.9,0.3,0.7,1e-07,10.105000000000008,1.2069113471999526
0.9,0.4,0.3,1e-06,7.673000000000004,2.2935411485299313
0.9,0.4,0.3,1e-07,7.716000000000004,2.1934958399778206
0.9,0.4,0.4,1e-06,9.023000000000003,1.4217352074138168
0.9,0.4,0.4,1e-07,9.227000000000004,1.073969738866042
0.9,0.4,0.5,1e-06,8.623000000000001,1.8225616587649376
0.9,0.4,0.5,1e-07,9.31,1.9987145869283114
0.9,0.4,0.6,1e-06,8.716000000000005,1.9147490697216716
0.9,0.4,0.6,1e-07,9.364000000000004,1.6820416166076262
0.9,0.4,0.7,1e-06,9.102000000000002,1.74965025076442
0.9,0.4,0.7,1e-07,9.565000000000003,1.2848949373392338
0.9,0.5,0.3,1e-06,8.797000000000002,2.3305044518301186
0.9,0.5,0.3,1e-07,8.670000000000005,1.6890648300168962
0.9,0.5,0.4,1e-06,8.110000000000003,1.7082915442043265
0.9,0.5,0.4,1e-07,9.665000000000003,1.2161887189083778
0.9,0.5,0.5,1e-06,8.097000000000003,1.5716650406495642
0.9,0.5,0.5,1e-07,8.833000000000002,1.9457571790950694
0.9,0.5,0.6,1e-06,8.450000000000006,2.4270434689143925
0.9,0.5,0.6,1e-07,8.667000000000005,2.0364505886468263
0.9,0.5,0.7,1e-06,8.005000000000004,2.454830951409897
0.9,0.5,0.7,1e-07,8.301000000000002,1.9981238700340889
0.9,0.6,0.3,1e-06,7.936000000000002,1.938500451379878
0.9,0.6,0.3,1e-07,8.249000000000004,1.745261871468002
0.9,0.6,0.4,1e-06,8.172000000000002,1.9228146036474794
0.9,0.6,0.4,1e-07,7.991000000000004,1.7959006097220396
0.9,0.6,0.5,1e-06,7.426000000000005,1.7760078828653865
0.9,0.6,0.5,1e-07,8.392000000000007,2.121418393433977
0.9,0.6,0.6,1e-06,6.807000000000007,1.6404423184007426
0.9,0.6,0.6,1e-07,6.455000000000003,1.8484358252316995
0.9,0.6,0.7,1e-06,6.3510000000000035,1.64305173381729
0.9,0.6,0.7,1e-07,5.255000000000004,1.471772740609092
0.9,0.7,0.3,1e-06,7.847000000000003,2.177716923752945
0.9,0.7,0.3,1e-07,7.840000000000008,2.200309069199147
0.9,0.7,0.4,1e-06,8.514000000000001,1.7439277507970339
0.9,0.7,0.4,1e-07,7.4150000000000045,2.3573873249850137
0.9,0.7,0.5,1e-06,6.874000000000007,2.5844852485553065
0.9,0.7,0.5,1e-07,6.083000000000004,2.290495797856874
0.9,0.7,0.6,1e-06,5.231000000000004,2.3972523855447503
0.9,0.7,0.6,1e-07,4.4600000000000035,2.000959769710524
0.9,0.7,0.7,1e-06,4.033000000000004,1.8534861747528635
0.9,0.7,0.7,1e-07,3.4190000000000014,2.271003963008433
0.9,0.8,0.3,1e-06,6.929000000000002,1.9726781288390678
0.9,0.8,0.3,1e-07,6.0100000000000025,2.252798259942505
0.9,0.8,0.4,1e-06,6.201000000000002,2.01343959432609
0.9,0.8,0.4,1e-07,5.778000000000004,2.3390673354993416
0.9,0.8,0.5,1e-06,4.994000000000005,1.8471177547736377
0.9,0.8,0.5,1e-07,4.870000000000003,2.1396401566618626
0.9,0.8,0.6,1e-06,3.9310000000000045,1.4229332380684627
0.9,0.8,0.6,1e-07,2.7560000000000016,1.356076693996323
0.9,0.8,0.7,1e-06,2.6830000000000056,1.258972199851926
0.9,0.8,0.7,1e-07,1.8370000000000062,0.9086974193866761
0.9,0.9,0.3,1e-06,4.975000000000004,1.7502442686665203
0.9,0.9,0.3,1e-07,4.5010000000000066,1.9966018631665186
0.9,0.9,0.4,1e-06,5.052000000000007,1.9253820400118005
0.9,0.9,0.4,1e-07,5.184000000000003,2.6059286252696965
0.9,0.9,0.5,1e-06,3.4000000000000057,1.896860564195483
0.9,0.9,0.5,1e-07,2.570000000000003,0.9877550303592486
0.9,0.9,0.6,1e-06,2.408000000000004,1.1822419380143836
0.9,0.9,0.6,1e-07,1.7390000000000043,0.6771846129380126
0.9,0.9,0.7,1e-06,1.5610000000000057,0.626114206834505
0.9,0.9,0.7,1e-07,1.2570000000000021,0.5548792661471533
0.9,1.0,0.3,1e-06,4.399000000000006,1.9842829939300501
0.9,1.0,0.3,1e-07,3.842000000000003,2.134908897353705
0.9,1.0,0.4,1e-06,3.6760000000000064,1.4130336160190937
0.9,1.0,0.4,1e-07,3.4970000000000043,1.8611531371706085
0.9,1.0,0.5,1e-06,2.443000000000005,1.218987694769722
0.9,1.0,0.5,1e-07,2.235000000000004,1.0419956813730082
0.9,1.0,0.6,1e-06,1.7190000000000012,0.9039795351665882
0.9,1.0,0.6,1e-07,1.3440000000000054,0.6976417418704275
0.9,1.0,0.7,1e-06,1.2960000000000036,0.5641134637641609
0.9,1.0,0.7,1e-07,1.0830000000000013,0.5239952289859151
0.92,0.1,0.3,1e-06,4.709000000000005,0.9107024761139061
0.92,0.1,0.3,1e-07,4.876000000000005,1.921307887872218
